timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
2025-08-05T19:50:36.197299822Z,0.000000,-0.213084,9.744700,-0.000533,-0.007590,-0.014381
2025-08-05T19:50:36.217152758Z,0.001197,-0.241814,9.662998,0.000932,-0.006924,-0.013848
2025-08-05T19:50:36.237067466Z,0.014365,-0.198719,9.715671,-0.001997,-0.009321,-0.013848
2025-08-05T19:50:36.276781932Z,0.028730,-0.179565,9.730036,-0.003196,-0.006924,-0.013848
2025-08-05T19:50:36.296638566Z,-0.073023,-0.251391,9.753978,-0.000399,-0.008522,-0.014914
2025-08-05T19:50:36.316526659Z,0.028730,-0.293290,9.696517,-0.001332,-0.008922,-0.013848
2025-08-05T19:50:36.336437096Z,-0.002394,-0.243011,9.701305,-0.002663,-0.008522,-0.013848
2025-08-05T19:50:36.356228157Z,-0.008380,-0.172383,9.749189,-0.004128,-0.008922,-0.012783
2025-08-05T19:50:36.376141771Z,-0.008380,-0.201113,9.715671,-0.003063,-0.007856,-0.013848
2025-08-05T19:50:36.396009499Z,0.007183,-0.215478,9.727343,-0.002663,-0.009321,-0.013848
2025-08-05T19:50:36.416050875Z,-0.005986,-0.227449,9.708189,-0.001864,-0.009587,-0.014914
2025-08-05T19:50:36.435727403Z,0.025139,-0.226252,9.722554,-0.002264,-0.008655,-0.013848
2025-08-05T19:50:36.455630287Z,-0.009577,-0.220267,9.722554,-0.002530,-0.007856,-0.013848
2025-08-05T19:50:36.475477859Z,-0.022745,-0.177171,9.727343,-0.002663,-0.008389,-0.013848
2025-08-05T19:50:36.495329337Z,-0.021548,-0.187945,9.727343,-0.003462,-0.008389,-0.014914
2025-08-05T19:50:36.515247534Z,0.029928,-0.215478,9.727343,-0.002796,-0.008922,-0.013848
2025-08-05T19:50:36.535094273Z,0.032322,-0.244209,9.708189,-0.003196,-0.008123,-0.013848
2025-08-05T19:50:36.594716832Z,-0.008380,-0.185551,9.712977,-0.001598,-0.007590,-0.013848
2025-08-05T19:50:36.614590810Z,0.005986,-0.184354,9.732131,-0.002264,-0.008522,-0.013848
2025-08-05T19:50:36.634448694Z,-0.010774,-0.220267,9.717766,-0.003728,-0.007856,-0.013848
2025-08-05T19:50:36.654301943Z,-0.015562,-0.250194,9.708189,-0.002131,-0.007856,-0.013848
2025-08-05T19:50:36.674172848Z,-0.007183,-0.216675,9.712977,-0.001997,-0.009587,-0.014914
2025-08-05T19:50:36.694038597Z,0.003591,-0.183156,9.722554,-0.001065,-0.007723,-0.013848
2025-08-05T19:50:36.753700636Z,-0.022745,-0.247800,9.712977,-0.000666,-0.008655,-0.013848
2025-08-05T19:50:36.773526437Z,-0.027533,-0.243011,9.717766,-0.001731,-0.007856,-0.013848
2025-08-05T19:50:36.793461457Z,-0.019154,-0.209493,9.722554,-0.001198,-0.008123,-0.013848
2025-08-05T19:50:36.813467937Z,0.001197,-0.213084,9.722554,-0.002530,-0.007723,-0.012783
2025-08-05T19:50:36.833172590Z,-0.029928,-0.167594,9.736919,0.000133,-0.009055,-0.013848
2025-08-05T19:50:36.853043287Z,0.014365,-0.190339,9.689035,-0.002796,-0.008123,-0.013848
2025-08-05T19:50:36.912640586Z,-0.029928,-0.229843,9.717766,-0.001198,-0.008256,-0.013848
2025-08-05T19:50:36.932506543Z,-0.013168,-0.197522,9.732131,-0.002264,-0.007590,-0.013848
2025-08-05T19:50:36.952420209Z,0.008380,-0.210690,9.717766,-0.002929,-0.008788,-0.013848
2025-08-05T19:50:36.972227208Z,0.002394,-0.214281,9.703401,-0.002530,-0.007723,-0.013848
2025-08-05T19:50:36.992126499Z,0.010774,-0.231040,9.712977,-0.002131,-0.008256,-0.014914
2025-08-05T19:50:37.051719839Z,0.028730,-0.166397,9.717766,-0.004794,-0.007191,-0.013848
2025-08-05T19:50:37.071620120Z,1.859098,0.245406,7.505523,-0.011851,-0.032890,-0.565655
2025-08-05T19:50:37.091450660Z,4.095282,2.239776,9.684247,-0.377636,0.183758,-0.275903
2025-08-05T19:50:37.111370055Z,1.539472,-1.203086,6.543054,0.488556,-0.039015,0.025566
2025-08-05T19:50:37.131260856Z,1.856703,-0.622492,9.780015,0.015180,-0.060853,-0.069242
2025-08-05T19:50:37.151123116Z,1.543063,-0.228646,10.115203,-0.050733,0.006525,0.049002
2025-08-05T19:50:37.210733540Z,0.464475,-0.341174,9.842264,0.006525,-0.015713,-0.237554
2025-08-05T19:50:37.230601059Z,-0.270545,-0.626084,9.851841,0.084555,-0.029561,-0.315318
2025-08-05T19:50:37.250663425Z,-1.164779,-0.409408,9.837476,-0.013316,-0.000133,-0.300404
2025-08-05T19:50:37.270325109Z,-1.442507,-0.359130,9.631575,0.006924,-0.016645,-0.199204
2025-08-05T19:50:37.310078586Z,-2.060210,-0.260968,9.888053,0.026498,0.031958,-0.078829
2025-08-05T19:50:37.349794407Z,-1.723825,-0.823605,9.576807,-0.015313,0.011452,-0.019175
2025-08-05T19:50:37.369669687Z,-2.549825,-1.702277,11.018116,0.115847,-0.003995,-0.486825
2025-08-05T19:50:37.389558145Z,-1.316811,-0.707487,10.007763,0.013316,0.006658,-0.726510
2025-08-05T19:50:37.409655667Z,-0.477643,-0.092177,9.423578,-0.006392,-0.014914,-0.706270
2025-08-05T19:50:37.429281621Z,0.207098,-0.098162,9.897630,-0.033156,-0.011185,-0.668985
2025-08-05T19:50:37.449197527Z,-0.039504,-0.152032,9.825804,-0.013449,-0.000799,-0.566720
2025-08-05T19:50:37.469042182Z,0.013168,-0.077812,9.332599,-0.041146,-0.016778,-0.394148
2025-08-05T19:50:37.508775034Z,-1.107318,-0.318429,9.782708,0.028096,-0.014115,-0.262055
2025-08-05T19:50:37.528682606Z,-0.313640,0.154426,9.821015,0.005193,-0.028496,-0.010653
2025-08-05T19:50:37.548580231Z,0.044293,-0.119710,9.710583,0.005060,-0.014781,-0.016512
2025-08-05T19:50:37.568369885Z,0.232238,-0.721852,9.140763,0.052731,-0.033556,0.003728
2025-08-05T19:50:37.588257822Z,0.213084,0.104148,9.854235,-0.048336,-0.010120,-0.021838
2025-08-05T19:50:37.608135341Z,0.028730,-0.062249,9.691429,0.012916,-0.006924,-0.014381
2025-08-05T19:50:37.667769984Z,-2.863465,0.053870,9.672276,-0.048070,-0.030493,-0.078297
2025-08-05T19:50:37.687601150Z,-3.606865,0.231040,9.801562,-0.029428,-0.004527,-0.028229
2025-08-05T19:50:37.707479555Z,-2.790442,-0.653617,9.456798,-0.086020,0.012517,0.189084
2025-08-05T19:50:37.727364054Z,0.690727,-1.529895,10.313922,0.048869,0.016512,0.735564
2025-08-05T19:50:37.747430743Z,0.395043,-0.840365,9.748890,-0.145941,-0.050334,1.175518
2025-08-05T19:50:37.767134042Z,-0.700304,-0.638055,9.791986,0.015180,-0.047671,0.646082
2025-08-05T19:50:37.826731705Z,-1.965640,-0.481235,9.758467,-0.026365,-0.017976,0.945421
2025-08-05T19:50:37.846577141Z,-1.499967,-0.386664,9.926061,-0.059921,-0.003728,1.163800
