timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
2025-08-05T19:47:14.292710755Z,-0.049081,-0.213084,9.699510,-0.002131,-0.007457,-0.014914
2025-08-05T19:47:14.312515809Z,-0.062249,-0.231040,9.685144,-0.004261,-0.008389,-0.014914
2025-08-05T19:47:14.332389978Z,-0.080206,-0.226252,9.742605,-0.004128,-0.009188,-0.013848
2025-08-05T19:47:14.352251908Z,-0.046687,-0.243011,9.776124,-0.001465,-0.008389,-0.014914
2025-08-05T19:47:14.372199411Z,-0.076614,-0.225055,9.680356,-0.001065,-0.006924,-0.013848
2025-08-05T19:47:14.392023111Z,-0.076614,-0.208296,9.723452,-0.003063,-0.009454,-0.013848
2025-08-05T19:47:14.431722439Z,-0.059855,-0.244209,9.709086,-0.003462,-0.008256,-0.013848
2025-08-05T19:47:14.451632286Z,-0.057461,-0.247800,9.709086,-0.003462,-0.007590,-0.012783
2025-08-05T19:47:14.471512445Z,-0.068235,-0.252588,9.713875,-0.001598,-0.007723,-0.012783
2025-08-05T19:47:14.491396979Z,-0.081403,-0.232238,9.709086,-0.001731,-0.007856,-0.013848
2025-08-05T19:47:14.511245366Z,-0.081403,-0.225055,9.688437,-0.001864,-0.008788,-0.014381
2025-08-05T19:47:14.531115525Z,-0.069432,-0.219069,9.707590,-0.003063,-0.009587,-0.015446
2025-08-05T19:47:14.551005997Z,-0.057461,-0.229843,9.712379,-0.002264,-0.008256,-0.014381
2025-08-05T19:47:14.590739387Z,-0.073023,-0.227449,9.702802,-0.003728,-0.009188,-0.014381
2025-08-05T19:47:14.610612880Z,-0.055067,-0.239420,9.702802,-0.002131,-0.008123,-0.014381
2025-08-05T19:47:14.630475591Z,-0.070629,-0.229843,9.707590,-0.002663,-0.008256,-0.014381
2025-08-05T19:47:14.650323822Z,-0.056264,-0.244209,9.707590,-0.001065,-0.008522,-0.014381
2025-08-05T19:47:14.670199762Z,-0.073023,-0.244209,9.707590,-0.002796,-0.008522,-0.014381
2025-08-05T19:47:14.690286903Z,-0.080206,-0.241814,9.712379,-0.001065,-0.007856,-0.014381
2025-08-05T19:47:14.710134770Z,-0.069432,-0.235829,9.707590,-0.003063,-0.007989,-0.014381
2025-08-05T19:47:14.729789614Z,-0.053870,-0.217872,9.717167,-0.002264,-0.008123,-0.014381
2025-08-05T19:47:14.749705138Z,-0.068235,-0.232238,9.707590,-0.002663,-0.007856,-0.014381
2025-08-05T19:47:14.769547380Z,-0.063446,-0.238223,9.707590,-0.002530,-0.008522,-0.015446
2025-08-05T19:47:14.789420247Z,-0.059855,-0.240617,9.707590,-0.002663,-0.007723,-0.014381
2025-08-05T19:47:14.809297750Z,-0.068235,-0.241814,9.702802,-0.003063,-0.008522,-0.015446
2025-08-05T19:47:14.829192232Z,-0.073023,-0.223858,9.717167,-0.003728,-0.007590,-0.014381
2025-08-05T19:47:14.849027859Z,-0.068235,-0.233435,9.707590,-0.001465,-0.007989,-0.014381
2025-08-05T19:47:14.908626148Z,-0.057461,-0.240617,9.717167,-0.002530,-0.008123,-0.014381
2025-08-05T19:47:14.928485421Z,-0.062249,-0.216675,9.712379,-0.003595,-0.007989,-0.014381
2025-08-05T19:47:14.948388966Z,-0.050278,0.641646,10.344448,-0.175369,0.029028,-0.017577
2025-08-05T19:47:14.968321573Z,0.207098,0.549469,10.373178,0.085088,-0.017311,-0.001598
2025-08-05T19:47:14.988121158Z,0.029928,-0.659603,9.286211,0.054861,0.031692,0.013316
2025-08-05T19:47:15.008009130Z,-0.159214,-0.339977,10.296564,0.022237,-0.001198,-0.012251
2025-08-05T19:47:15.028076322Z,0.699107,-0.294487,9.903914,0.026765,0.014248,0.181627
